Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-01-02 00:00:00-05:00,39.59687091146637,40.24182495195273,39.4950367444948,39.681732177734375,27913900,0.0,0.0
2015-01-05 00:00:00-05:00,39.35077606659908,39.6562818618999,39.24894188058228,39.31683349609375,39673900,0.0,0.0
2015-01-06 00:00:00-05:00,39.359257674738885,39.673248251799095,38.64641201516309,38.73976135253906,36447900,0.0,0.0
2015-01-07 00:00:00-05:00,39.01983045945125,39.42717062789713,38.60400545379379,39.23198699951172,29114100,0.0,0.0
2015-01-08 00:00:00-05:00,39.67323999896437,40.52186545348767,39.64778227124841,40.386085510253906,29645200,0.0,0.0
2015-01-09 00:00:00-05:00,40.40307829728728,40.581288953526226,39.80055470490753,40.046653747558594,23944200,0.0,0.0
2015-01-12 00:00:00-05:00,40.24182457941677,40.34366198269539,39.342283511204016,39.54595184326172,23651900,0.0,0.0
2015-01-13 00:00:00-05:00,39.85995504396889,40.65766213420199,39.08770569193188,39.34229278564453,35270600,0.0,0.0
2015-01-14 00:00:00-05:00,39.002838134765625,39.24045554269455,38.71430525440573,39.002838134765625,29719600,0.0,0.0
2015-01-15 00:00:00-05:00,39.223485461629984,39.35926545996587,38.53609739910112,38.59550094604492,32750800,0.0,0.0
2015-01-16 00:00:00-05:00,38.45124838245123,39.27441346870635,38.33243801340523,39.24047088623047,35695300,0.0,0.0
2015-01-20 00:00:00-05:00,39.291371813050255,39.58839276968071,38.67187540030723,39.36774826049805,36161900,0.0,0.0
2015-01-21 00:00:00-05:00,38.98586786286876,39.15559366934489,38.595500774049015,38.968894958496094,39081100,0.0,0.0
2015-01-22 00:00:00-05:00,39.35926205956292,40.00421618662562,39.104674989334235,39.995731353759766,35898000,0.0,0.0
2015-01-23 00:00:00-05:00,40.19091895119488,40.216376689620084,39.71568733133765,40.03816604614258,26211600,0.0,0.0
2015-01-26 00:00:00-05:00,39.88541699040743,39.99573926298135,39.240462735803995,39.89390182495117,42525500,0.0,0.0
2015-01-27 00:00:00-05:00,36.44849110574426,36.66064762762025,35.7356450627509,36.202388763427734,169164000,0.0,0.0
2015-01-28 00:00:00-05:00,36.270259663381474,36.312690296042646,34.929429657989964,34.95488739013672,84507100,0.0,0.0
2015-01-29 00:00:00-05:00,34.73424295346211,35.74410616152979,34.61543589807172,35.6507568359375,63585300,0.0,0.0
2015-01-30 00:00:00-05:00,35.260402626466465,35.285863602723914,34.24205098193571,34.28448486328125,78004900,0.0,0.0
2015-02-02 00:00:00-05:00,34.44572598748275,35.107653164650266,34.14022014040515,35.03127670288086,50352500,0.0,0.0
2015-02-03 00:00:00-05:00,35.328290716144544,35.582877792521394,34.83608622953236,35.30282974243164,52082400,0.0,0.0
2015-02-04 00:00:00-05:00,35.591369168845226,35.82049855088351,35.099167828995185,35.506507873535156,41614800,0.0,0.0
2015-02-05 00:00:00-05:00,35.82897876626599,36.18540001311411,35.52347299053892,36.02416229248047,36548200,0.0,0.0
2015-02-06 00:00:00-05:00,36.21934846474558,36.31269781828752,35.769577838316714,35.99021911621094,34616600,0.0,0.0
2015-02-09 00:00:00-05:00,35.84596546393525,36.27027848523668,35.82050448132618,35.94779968261719,31381100,0.0,0.0
2015-02-10 00:00:00-05:00,36.27027290189794,36.29573064333667,35.79504122578558,36.15146255493164,29670700,0.0,0.0
2015-02-11 00:00:00-05:00,36.19388916530627,36.19388916530627,35.820491767253216,35.964759826660156,38262500,0.0,0.0
2015-02-12 00:00:00-05:00,36.20236296966604,36.5672721862793,36.07506785233609,36.5672721862793,33268800,0.0,0.0
2015-02-13 00:00:00-05:00,36.81339264889306,37.229217529296875,36.618209079300314,37.229217529296875,40264900,0.0,0.0
2015-02-17 00:00:00-05:00,37.57962624711345,37.605265157337435,36.91298523869162,37.246307373046875,33695700,0.31,0.0
2015-02-18 00:00:00-05:00,37.28903978703946,37.348866084116686,37.08391872542562,37.20357131958008,27111700,0.0,0.0
2015-02-19 00:00:00-05:00,36.904443948174396,37.2035754669067,36.793336558235666,37.17793655395508,27603400,0.0,0.0
2015-02-20 00:00:00-05:00,37.18647622748982,37.502704654763036,36.998452126728196,37.48561096191406,29721100,0.0,0.0
2015-02-23 00:00:00-05:00,37.34886713834929,37.767651229710765,37.306134533557746,37.73346710205078,32518800,0.0,0.0
2015-02-24 00:00:00-05:00,37.7334595689999,37.86165735778134,37.536883757683086,37.68217849731445,25271700,0.0,0.0
2015-02-25 00:00:00-05:00,37.5625304492301,37.68218303729052,37.4343293847148,37.596717834472656,29759800,0.0,0.0
2015-02-26 00:00:00-05:00,37.59671362965295,37.80183139759085,37.51124517610538,37.65653991699219,28957300,0.0,0.0
2015-02-27 00:00:00-05:00,37.7163629851669,37.77618926739984,37.314669438498974,37.477054595947266,33807700,0.0,0.0
2015-03-02 00:00:00-05:00,37.32322627219672,37.76765255020286,37.22066736505342,37.502708435058594,31924000,0.0,0.0
2015-03-03 00:00:00-05:00,37.229214767846955,37.45997474747506,36.82752110772151,36.989906311035156,31748600,0.0,0.0
2015-03-04 00:00:00-05:00,36.75913258935617,36.93006620595162,36.64802850981356,36.8018684387207,25748700,0.0,0.0
2015-03-05 00:00:00-05:00,36.8104323582271,36.95572714726773,36.59676604397675,36.84461975097656,23193500,0.0,0.0
2015-03-06 00:00:00-05:00,36.75058679336696,36.84460044401926,36.02412300970611,36.2036018371582,36248800,0.0,0.0
2015-03-09 00:00:00-04:00,36.05830451486949,36.86169146391503,36.05830451486949,36.62238311767578,32108000,0.0,0.0
2015-03-10 00:00:00-04:00,36.19507390160382,36.50275392913108,35.92158126831055,35.92158126831055,39159700,0.0,0.0
2015-03-11 00:00:00-04:00,36.16088245510783,36.21216027579993,35.75918880481332,35.878841400146484,32215300,0.0,0.0
2015-03-12 00:00:00-04:00,35.32331223854888,35.59680482591244,34.92161857448228,35.05836486816406,59992500,0.0,0.0
